
('cs-vn-1001', '65 Lê Lợi, Phường Bến Nghé', 'Quận 1', 1, 'cpo-vgreen', 'Trạm sạc Vincom Center', 10.7778, 106.7022),
('cs-vn-1769', 'Đào Cử, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc KDC Cần Thạnh', 10.4111, 106.9455),
('cs-vn-1770', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Khu du lịch Vàm Sát', 10.4851, 106.7511),
('cs-vn-1771', 'Duyên Hải, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Cần Giờ Resort', 10.4281, 106.9011),
('cs-vn-1772', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc UBND Xã Bình Khánh', 10.6581, 106.7711),
('cs-vn-1773', 'Lý Nhơn, Xã Hiệp Phước CG', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Bến đò Lý Nhơn', 10.4611, 106.7915),
('cs-vn-1774', 'Rừng Sác, Xã An Thới Đông', 'Cần Giờ', 0, 'cpo-vgreen', 'Trạm sạc KDC An Thới Đông', 10.5651, 106.8411),
('cs-vn-1775', 'Duyên Hải, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Nhà văn hóa Cần Giờ', 10.4081, 106.9581),
('cs-vn-1776', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Đảo khỉ Cần Giờ', 10.4911, 106.8311),
('cs-vn-1777', 'Tam Thôn Hiệp, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc KDC Bình Khánh mới', 10.6451, 106.7755),
('cs-vn-1778', 'Rừng Sác, Xã Cần Thạnh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Trung tâm TDTT Cần Giờ', 10.4085, 106.9411),
('cs-vn-1779', 'Duyên Hải, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Chùa Thạnh Phước CG', 10.4215, 106.8855),
('cs-vn-1780', 'Lương Văn Nho, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc KDC Lương Văn Nho', 10.4155, 106.9485),
('cs-vn-1781', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Trạm kiểm soát Bình Khánh', 10.6651, 106.7551),
('cs-vn-1782', 'An Thới Đông, Xã An Thới Đông', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Chợ An Thới Đông', 10.5585, 106.8511),
('cs-vn-1783', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Ngã ba Cần Giờ', 10.4511, 106.8515),
('cs-vn-1784', 'Duyên Hải, Thị trấn Cần Thạnh', 'Cần Giờ', 0, 'cpo-datbike', 'Trạm sạc Công viên Cá Ông', 10.4011, 106.9555),
('cs-vn-1785', 'Rừng Sác, Xã Tam Thôn Hiệp', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Cầu Soài Rạp CG', 10.6211, 106.8115),
('cs-vn-1786', 'Tắc Xuất, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Chợ hải sản Cần Giờ', 10.4051, 106.9685),
('cs-vn-1787', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Bưu điện Bình Khánh', 10.6585, 106.7611),
('cs-vn-1788', 'Lý Nhơn, Xã Lý Nhơn', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Cảng cá Lý Nhơn', 10.4655, 106.7955),
('cs-vn-1789', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc KDC Long Hòa', 10.4355, 106.8855),
('cs-vn-1790', 'Thạnh Thới, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc KDL Phi Lao Cần Giờ', 10.4255, 106.8985),
('cs-vn-1791', 'Duyên Hải, Xã Cần Thạnh', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc UBND Thị trấn Cần Thạnh', 10.4081, 106.9455),
('cs-vn-1792', 'Rừng Sác, Xã An Thới Đông', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Trường THPT An Thới Đông', 10.5555, 106.8455),
('cs-vn-1793', 'Phan Đức, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Cầu Hà Thanh CG', 10.4411, 106.8711),
('cs-vn-1794', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 0, 'cpo-eboost', 'Trạm sạc KDC Bình Khánh GĐ 2', 10.6515, 106.7685),
('cs-vn-1795', 'Lý Nhơn, Xã Lý Nhơn', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Trạm y tế Lý Nhơn', 10.4785, 106.8085),
('cs-vn-1796', 'Rừng Sác, Xã Tam Thôn Hiệp', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc KDC Tam Thôn Hiệp', 10.6055, 106.8315),
('cs-vn-1797', 'Duyên Hải, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Nhà thiếu nhi Cần Giờ', 10.4111, 106.9585),
('cs-vn-1798', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Cầu Rạch Lá CG', 10.5311, 106.7915),
('cs-vn-1799', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Cầu Bình Khánh (Đang xây)', 10.6685, 106.7581),
('cs-vn-1800', 'Duyên Hải, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Chợ Cần Thạnh mới', 10.4155, 106.9385);
